(578, 578)
(593, 535)
(623, 505)
(662, 485)
(718, 489)
(789, 497)
(819, 507)
(845, 490)
(873, 469)
(894, 442)
(869, 414)
(837, 394)
(804, 378)
(770, 357)
(768, 321)
(790, 294)
(816, 273)
(841, 249)
(843, 212)
(814, 197)
(781, 196)
(730, 200)
(699, 213)
(679, 228)
(639, 250)
(605, 277)
(572, 293)
(539, 302)
(530, 283)
(530, 253)
(530, 230)
(530, 190)
